"","Np2_502534","Np2_502860","Np2_504478","Np2_503904","Np2_501276","Np2_501774","Np2_503994","Np2_500658","Np2_504241","Np2_503680","Np2_504797","Np2_502279","Np2_502061","Np2_501760","Np2_504656","Np2_500157","Np2_500968","Np2_503634","Np2_503145","Np2_503033","Np2_500849","Np2_504080","Np2_504777","Np2_504493","Np2_500697","Np2_503635","Np2_502027","Np2_501460","Np2_500289","Np2_502387","Np2_502111","Np2_502183","Np2_504838","Np2_504780","Np2_500911","Np2_501463","Np2_501698","Np2_504628","Np2_500504","Np2_503721","Np2_502968","Np2_502267","Np2_501515","Np2_504655","Np2_503729","Np2_502802","Np2_502868","Np2_503182","Np2_502303","Np2_502222","Np2_504202","Np2_504047","Np2_504276","Np2_504700","Np2_503853","Np2_503444","Np2_504782","Np2_504633","Np2_503894","Np2_503991","Np2_502669","Np2_504659","Np2_503650","Np2_502390","Np2_503780","Np2_501383","Np2_500457","Np2_503828","Np2_501903","Np2_503186","Np2_500181","Np2_500194","Np2_504312","Np2_502477","Np2_503160","Np2_502985","Np2_504191","Np2_501361","Np2_500151","Np2_503327","Np2_502193","Np2_500842","Np2_504156","Np2_502663","Np2_500659","Np2_503264","Np2_501877","Np2_504825","Np2_500574","Np2_502419","Np2_503398","Np2_502311","Np2_504644","Np2_504181","Np2_504417","Np2_500073","Np2_503374","Np2_503419","Np2_502069","Np2_501297"
"Np2_502534",0.98777154,-0.00829401,-0.00645303,-0.00049679,-0.00703375,-0.00294891,0.03194174,-0.01356921,-0.01330619,-0.01714628,-0.01007877,-0.00272088,-0.03152155,0.01579242,-0.00367405,-0.006225,-0.01988721,-0.02446161,-0.01743205,-0.01248679,-0.0187562,-0.00805838,-0.03296418,-0.01062908,-0.01884741,-0.03060329,-0.00941291,-0.01020191,-0.00208542,-0.00940986,-0.01963488,-0.01472913,-0.01517151,-0.00935057,-0.019568,-0.00973367,-0.02296571,-0.00714624,-0.02113534,-0.00952996,-0.02661727,0.00149471,-0.02008183,0.00444699,-0.01549836,0.0134695,-0.03085869,-0.01735913,0.00016603,0.00360781,-0.00542687,-0.006412,-0.00560322,-0.02826975,-0.00116416,-0.01495566,-0.00333809,-0.01967137,-0.01481273,-0.0234233,-0.01141352,-0.00507418,-0.0097139,0.00185652,-0.01897665,-0.00311006,0.00555674,0.00681548,-0.0130949,-0.01306145,-0.008405,-0.01648501,-0.01067925,-0.01863155,-0.01334424,-0.00492064,-0.0104345,-0.00875617,-0.02129649,-0.01435213,-0.01329555,-0.02067319,0.01164221,-0.00644542,-0.02734545,-0.01159747,-0.03443726,-0.00014866,0.00791005,-0.00705047,-0.00058648,-0.01153055,0.00670452,-0.01719037,-0.00863152,-0.02702925,0.04446692,0.0056282,0.00106448,-0.01847797
"Np2_502860",-0.00829401,0.98302782,-0.00297172,0.00724115,0.01149776,-0.01390972,-0.02295352,-0.01951328,-0.01514566,-0.02719495,0.0209186,-0.01474587,-0.01451022,-0.0229885,0.01622565,-0.0095847,-0.00059561,-0.0088185,-0.02428825,-0.02162331,-0.00812983,-0.01202616,-0.02583432,0.0001493,-0.02068687,-0.00599087,-0.01535699,-0.0013998,-0.02292767,-0.01778628,-0.00931255,-0.01611253,-0.00165672,-0.01955126,-0.02672824,-0.02631931,-0.003218,0.00743269,-0.00275584,-0.01897054,-0.00626147,0.03538054,0.0011861,-0.01213867,0.0113944,-0.01238949,0.00059474,-0.00186803,-0.00699423,-0.03030833,0.00109488,0.00816698,-0.02082066,-0.01247462,-0.00923655,-0.02318008,-0.02129191,-0.02151083,0.01557653,-0.00291546,-0.02146219,0.00068746,0.00380089,-0.00606384,-0.01792769,-0.01695928,-0.00692429,-0.01828338,-0.01341413,-0.02782283,0.00267745,0.02637016,-0.01191063,-0.01363,-0.00636638,-0.02348257,-0.01789878,-0.02534182,-0.00595743,-0.01223901,-0.02349625,-0.00639829,-0.00418333,-0.00600455,-0.01899942,-0.01510919,-0.02335483,-0.01217362,-0.01718886,-0.01861936,0.0156647,-0.01139373,-0.00197597,-0.02663095,-0.0179201,-0.00940986,-0.01392494,0.00454884,-0.01111251,-0.01378049
"Np2_504478",-0.00645303,-0.00297172,1.00586762,-0.03287608,-0.00155942,-0.02620686,-0.01001492,0.00847559,-0.01239255,-0.01836096,-0.01007726,-0.0276511,-0.01008486,-0.03330935,-0.01613837,-0.00728765,-0.01486898,0.01947442,-0.00466068,0.03205729,-0.01176166,-0.00866496,-0.00605473,-0.00819521,-0.00942051,-0.00414989,0.00244637,-0.02403447,0.00217272,-0.02810712,-0.02358596,-0.00530223,-0.01866654,-0.01466985,-0.03340056,-0.01125239,-0.01673129,-0.00319215,-0.00623565,-0.01104868,-0.01004533,-0.020091,-0.01080696,-0.01653062,-0.00561539,-0.02514268,-0.00045271,-0.00063513,-0.0001365,-0.01144088,-0.00952997,-0.0211567,-0.01776352,-0.00212039,-0.03749604,-0.00720099,-0.01610645,-0.01146065,-0.00857831,0.02644163,-0.01551662,-0.00902525,-0.02734702,-0.01456038,-0.02201561,0.03976182,-0.02134971,-0.02708399,0.01153428,0.03391506,-0.01767688,0.00039102,-0.0197991,-0.01422139,-0.01775139,-0.0053752,-0.01438558,-0.01133905,-0.00153207,-0.00994196,-0.01755068,-0.00759776,-0.00553482,-0.00750807,-0.01183767,0.0036063,0.02363676,-0.02599097,0.01019193,-0.01632232,-0.00164912,-0.01168107,-0.00241531,-0.01369235,-0.02216004,-0.01334574,-0.01953308,-0.02781526,-0.01656861,-0.02516546
"Np2_503904",-0.00049679,0.00724115,-0.03287608,0.99543143,-0.00776497,-0.01629801,-0.01546035,0.00044575,-0.02376687,-0.01134056,-0.00898573,0.0053652,-0.01066558,-0.02476871,0.00532414,-0.00193949,-0.03734089,0.01661335,-0.00508938,-0.00333657,-0.02100766,-0.00407692,-0.03111104,-0.00011065,0.00626517,0.00560691,-0.01288055,-0.01686202,0.02165895,-0.01363761,-0.02887936,-0.01713261,-0.00161264,-0.01297023,-0.00296868,-0.02034636,-0.00150166,-0.01471848,-0.00468805,0.01634274,0.00396811,-0.01018215,-0.0250697,0.00067531,-0.01394926,0.00103256,-0.00939467,-0.03390074,-0.00679812,-0.00898115,-0.02668114,-0.00212647,-0.0154558,-0.01851144,-0.01268899,-0.01158228,-0.01562301,0.00452907,-0.00079779,-0.01989791,-0.013817,-0.02572035,-0.01394166,-0.01529313,-0.01241081,0.0109049,-0.00049527,-0.01185438,-0.01671455,-0.00907999,-0.02722693,-0.00079779,-0.00913014,-0.02012289,-0.00814658,-0.0234385,-0.02819225,-0.01267988,-0.01746705,-0.02694112,-0.00931409,-0.01729982,-0.01827736,-0.00459227,0.00749655,-0.01612927,-0.01434145,-0.01942662,-0.00300669,0.0092448,-0.01940838,-0.00572483,-0.02701562,0.01111468,-0.01650783,-0.00510915,-0.00308726,0.00246461,-0.01274068,0.00298604
"Np2_501276",-0.00703375,0.01149776,-0.00155942,-0.00776497,0.97855473,0.00012042,-0.01089967,-0.01916515,-0.01038888,-0.01407694,-0.00260077,-0.02762369,-0.00078411,-0.00090117,-0.02675253,0.00140501,-0.00374398,-0.02473675,-0.02363607,-0.01032958,-0.02496022,-0.00848555,-0.01378049,-0.03021105,0.00413685,-0.02084496,-0.01531289,-0.00819673,-0.01452235,-0.00299603,-0.01762969,0.0134239,-0.00647734,-0.00977775,-0.0025126,-0.00879265,-0.0221767,0.00838891,-0.00909669,-0.00995713,-0.01260232,-0.00729372,-0.00485071,-0.02075986,0.00459748,-0.01584191,0.00261511,-0.01565799,-0.00360564,-0.00259621,-0.02698515,-0.00957558,-0.01636792,-0.01212649,-0.01299302,-0.01811924,-0.02930499,-0.0191864,-0.00611857,-0.02628283,-0.01609731,-0.01203832,0.0047571,-0.02365433,-0.01605933,-0.00870599,-0.02846735,-0.02067165,-0.00318455,-0.01181638,-0.00822409,-0.01007116,0.00896052,-0.01617029,-0.00206567,-0.00306748,-0.0178547,0.0060189,-0.00743356,-0.01462727,-0.00277712,-0.00133747,-0.01189239,-0.01082517,-0.00724962,-0.01962576,-0.00537214,-0.01395379,-0.0166887,0.05272315,-0.01302343,-0.01256582,-0.00877289,-0.01579328,-0.03216613,-0.00100454,-0.02178602,-0.00072786,0.00124539,0.00830681
"Np2_501774",-0.00294891,-0.01390972,-0.02620686,-0.01629801,0.00012042,0.99828071,-0.0004299,0.01273983,0.00160113,-0.00710369,-0.01691067,-0.01259324,-0.00506051,-0.00852206,0.0019599,-0.01655343,-0.01136485,-0.00560171,-0.00784554,-0.01384587,-0.01145001,-0.01321803,0.02526947,-0.02749445,-0.01807818,-0.02785779,-0.02080549,-0.00456796,-0.01332596,-0.00605625,-0.01871363,0.01462033,0.01569817,-0.0049328,-0.01347799,-0.00774827,-0.01869998,-0.02477172,-0.02811928,-0.01955433,-0.01627064,-0.00928979,-0.01536003,-0.01728313,-0.0049997,-0.01555765,-0.0018133,-0.02373498,-0.00301732,-0.0055044,-0.02624485,-0.01476413,-0.01973219,-0.01093009,-0.01483707,-0.02513208,0.00047159,-0.02011833,-0.00492216,-0.00425935,-0.0133807,-0.00339281,-0.01669783,0.02436495,0.02010229,-0.03426554,-0.01191671,-0.00047246,-0.00958926,-0.01746099,-0.00611554,-0.00081756,-0.02222385,-0.00402827,-0.00907848,-0.01722535,-0.03718134,-0.00190604,-0.01186199,-0.0088702,-0.01055004,-0.01503925,-0.00142261,0.00967807,-0.0141104,-0.00778779,-0.00219944,-0.00758863,-0.0343431,0.00572852,0.00033477,0.00124843,-0.02110651,-0.01110036,-0.0092305,-0.01561846,-0.0257584,-0.00044358,-0.0063755,-0.01223595
"Np2_503994",0.03194174,-0.02295352,-0.01001492,-0.01546035,-0.01089967,-0.0004299,0.98961733,-0.02412414,0.00821562,-0.00337761,-0.00345514,-0.00947525,-0.02292163,-0.00722834,-0.02487051,-0.00917881,0.00087445,-0.01510158,-0.02038586,-0.02228157,-0.01030832,-0.01162027,-0.00277712,-0.01434298,-0.00325448,-0.0200271,-0.01373491,-0.02759785,0.01806817,-0.00567467,-0.00556217,-0.00521708,0.00087749,-0.01397661,-0.02617034,-0.02302499,-0.01999064,-0.00173881,0.00707545,-0.02418948,-0.00828794,-0.00769202,-0.00433688,-0.03575233,-0.01313138,0.01811682,-0.00158375,-0.02046496,-0.02270272,0.01053546,-0.01172516,-0.01955132,-0.00202005,-0.0166294,-0.00746246,-0.00894013,-0.00826817,-0.02277719,0.01659053,-0.01132687,-0.00250957,-0.0197337,-0.02285321,-0.00140132,-0.01265707,-0.01077654,-0.03205814,0.0018854,-0.01498453,-0.03060941,-0.00010913,-0.02217522,-0.01104867,-0.00060625,-0.02146682,-0.00498601,-0.00852357,0.00546857,-0.01528096,-0.01593772,0.00701008,-0.02225878,-0.0136589,-0.01928067,-0.0102323,-0.02367261,-0.01625997,0.01833269,0.0241111,0.02146436,0.00588511,-0.02816634,-0.0085631,-0.00843844,-0.0047443,-0.03135125,-0.00515781,-0.02423359,-0.02028403,-0.01504683
"Np2_500658",-0.01356921,-0.01951328,0.00847559,0.00044575,-0.01916515,0.01273983,-0.02412414,1.01185504,-0.00537064,-0.01164309,-0.01673737,-0.0081633,-0.0149207,-0.02522328,-0.01838983,-0.02565354,-0.00222224,-0.01591797,-0.02469876,-0.00500729,-0.01644549,-0.01866957,-0.01833967,-0.00649408,-0.01243208,-0.01673888,-0.02640907,-0.02096514,-0.00859199,-0.0257979,-0.00379416,-0.0010167,-0.01833361,-0.01524907,0.01147499,-0.01380789,0.00290852,-0.02657473,-0.01639227,-0.01558048,-0.00606386,-0.00577199,0.00503227,-0.00357981,-0.02124484,-0.01796874,-0.00589663,-0.01261605,0.02710447,-0.0161247,-0.00828491,-0.00060473,0.01236584,0.00246917,-0.00311006,-0.01948597,-0.01121285,-0.0304346,-0.01326213,0.02586243,-0.00575829,-0.01872581,-0.01013958,0.00675164,-0.00541625,-0.00368775,-0.02755376,-0.00440377,-0.00698359,-0.02184838,0.00728374,-0.00672516,-0.01536157,-0.01632083,-0.01209767,-0.00975497,-0.00690758,-0.01039804,0.00016907,-0.01614602,0.02154801,-0.01212956,-0.02131631,0.00513869,-0.00937643,-1.335e-05,-0.03197455,-0.02140141,-0.00969417,0.02916129,-0.01606238,-0.01180422,-0.00907544,-0.01472763,-0.01924273,-0.02000585,-0.01311924,-0.02003324,-0.0290056,-0.01297479
"Np2_504241",-0.01330619,-0.01514566,-0.01239255,-0.02376687,-0.01038888,0.00160113,0.00821562,-0.00537064,0.99170335,-0.00301884,-0.0134339,0.00334938,-0.02393106,0.01395751,-0.03454522,0.04134745,-0.02415447,-0.0322254,-0.02245943,-0.00748069,-0.01238191,-0.00898116,0.01354399,-0.0159605,0.03693416,-0.02210068,-0.04119627,-0.00823626,0.00398483,-0.01458926,-0.01432474,-0.0082028,-0.01229373,-0.00267223,-0.00893708,0.0086504,-0.02039198,-0.02372732,-0.01430498,-0.00908454,-0.02009096,-0.00049223,-0.00808271,-0.0100058,-0.01490092,0.0041855,-0.01612317,-0.01052876,-0.02538441,-0.01099696,-0.01212651,-0.00915905,-0.00698206,-0.03679365,-0.01880941,-0.00508484,0.00546856,-0.0018954,-0.0163436,-0.00853574,-0.00655945,-0.01679054,-0.02067017,-0.01153209,0.01035306,-0.00540103,0.00387385,-0.01158986,-0.01645003,-0.00075827,-0.03121904,-0.02105633,-0.00704136,-0.02320287,-0.01061847,-0.00128275,-0.00527638,-0.00967895,-0.02556376,-0.02013963,-0.01862699,0.00151143,7.785e-05,-0.00022315,0.00456859,-0.00887171,-0.01757344,0.02264405,-0.00684678,0.00418854,-0.01215082,-0.00378806,-0.02325457,-0.00701551,-0.01593926,-0.02643181,-0.02805849,-0.03694876,-0.00426695,-0.00100606
"Np2_503680",-0.01714628,-0.02719495,-0.01836096,-0.01134056,-0.01407694,-0.00710369,-0.00337761,-0.01164309,-0.00301884,0.99481718,-0.00769657,-0.00049071,0.01327494,-0.01192584,-0.02683161,-0.00992372,-0.0152247,-0.01387021,-0.0261475,-0.01679358,-0.00755671,-0.0036999,-0.01796415,-0.01569599,-0.02285017,0.00066314,0.01090795,0.01042299,-0.01095289,-0.01918946,-0.00904349,0.00908823,-0.00990091,0.01492284,0.00607362,-0.02240171,-0.01845522,0.02776872,-0.01723294,-0.01201249,-0.02210678,-0.01968661,0.00343148,0.00652514,-0.02254158,-0.01288054,-0.01114596,0.00098543,0.00254822,-0.01407694,-0.01307817,-0.02227253,-0.0111262,-0.01478994,0.01611623,-0.002692,0.00238859,-0.01455278,-0.02672066,-0.01845674,-0.02909829,-0.01530985,-0.03408768,-0.02555768,-0.01157772,-0.0118255,-0.01668869,-0.00570052,-0.01953001,-0.02937804,-0.0241135,-0.02565654,0.01420226,0.01035458,0.0039362,-0.00117025,-0.00850837,-0.01488724,0.00844973,-0.01227398,-0.02231505,-0.01464247,-0.01045123,-0.00801581,-0.02481125,-0.0066309,-0.00529918,-0.02437038,0.02625463,-0.00770873,-0.02252788,-0.01598937,-0.01295657,0.02213328,-0.01491462,-0.01506966,-0.02885813,-0.00795197,-0.00293827,-0.00621435
