"iter","ns","status","objval","runtime","n_selected","sum_p","BV_ext_mean","Gain_internal","Gain_total"
6,10,"OPTIMAL",1.32408660149179,11.5999999046326,16,0.850000000000677,-0.111842489727929,1.32408660149179,1.3073102280326
