"iter","ns","status","objval","runtime","n_selected","sum_p","BV_ext_mean","Gain_internal","Gain_total"
21,20,"OPTIMAL",1.13583824180218,0.759999990463257,17,0.849999999999996,-0.279839266572367,1.13583824180218,1.09386235181632
