"iter","ns","status","objval","runtime","n_selected","sum_p","BV_ext_mean","Gain_internal","Gain_total"
7,30,"OPTIMAL",1.15695408307971,0.787000179290771,39,0.849999999999998,-0.233889118554044,1.15695408307971,1.1218707152966
