"ID","iter","ns","bv","p","r"
"516542",24,10,1.51004305403929,0.0733008015445304,1
"516608",24,10,1.66292724890559,0.0739622707800094,1
"516615",24,10,1.31611124004623,0.01,1
"516626",24,10,1.77092660571841,0.15,1
"516629",24,10,1.26587427516448,0.0201331099903724,1
"516642",24,10,2.0054944545166,0.15,1
"516644",24,10,1.47511071295135,0.0649612626200013,1
"516668",24,10,1.44823828297853,0.0397091222226972,1
"516670",24,10,1.35022695396287,0.0118572112496642,1
"516732",24,10,1.22909297659486,0.01,1
"516785",24,10,1.52041048634669,0.0828423766340884,1
"516819",24,10,1.70678306089936,0.0853159672009009,1
"516828",24,10,1.28201150104749,0.0194551930222404,1
"516841",24,10,1.41823100642115,0.0365644763241071,1
"516870",24,10,1.23704561114903,0.011898260830996,1
"516909",24,10,1.2105701586775,0.01,1
