"ID","iter","ns","bv","p","r"
"510512",12,30,1.14696260098742,0.0198919040742381,1
"510515",12,30,1.41395568839223,0.0308732483824367,1
"510522",12,30,1.73028934709065,0.0403561085225802,1
"510538",12,30,1.30691750396216,0.0132918865032327,1
"510540",12,30,1.60060351278044,0.0422645523052143,1
"510575",12,30,1.36979687830984,0.0207956534669181,1
"510600",12,30,1.25616760993853,0.0265460951598609,1
"510601",12,30,1.21956690779358,0.0183150422428808,1
"510605",12,30,1.29125888237262,0.0133343564812283,1
"510612",12,30,1.74010321314717,0.0301046327375078,1
"510624",12,30,1.64646797627631,0.016480330979015,1
"510636",12,30,1.62644777067415,0.0473755102264018,1
"510638",12,30,1.95773026632614,0.0384578311592171,1
"510645",12,30,1.92510184131936,0.0439824309146636,1
"510657",12,30,1.26911930849561,0.0216663524524213,1
"510680",12,30,1.48942392236681,0.0163837821928877,1
"510685",12,30,1.25249313660327,0.0128907149330746,1
"510703",12,30,1.52611801910173,0.0166468541659919,1
"510707",12,30,1.24627374639279,0.0163309526387809,1
"510714",12,30,1.39508636646638,0.0245445193029203,1
"510722",12,30,1.25252704770901,0.0180228054282435,1
"510730",12,30,1.35487947706677,0.0276550089897243,1
"510735",12,30,1.39161482592107,0.0142851755451094,1
"510744",12,30,1.63885781773275,0.0140116373494393,1
"510806",12,30,1.66452682127078,0.0264999370999068,1
"510850",12,30,1.05003811967871,0.0139325414623702,1
"510855",12,30,1.72128787616265,0.0296049291363354,1
"510860",12,30,1.77973481161736,0.0202606455559285,1
"510912",12,30,1.66213632522615,0.0100001941210277,1
"510931",12,30,1.31507671853374,0.0229425877157247,1
"510932",12,30,1.34522768364812,0.0212138090579844,1
"510936",12,30,1.18208624458957,0.0243134970008047,1
"510937",12,30,1.30019062967644,0.0237982859489256,1
"510944",12,30,2.02601566455812,0.0496636156049459,1
"510946",12,30,1.47094691467183,0.0216932932646963,1
"510957",12,30,1.94444393042873,0.0305970948392382,1
"510960",12,30,1.47003322144152,0.0100090928022654,1
"510963",12,30,1.17715074388581,0.0128186522379463,1
"510967",12,30,1.21650992418511,0.0247906713017473,1
"510973",12,30,1.61421368656105,0.0288218314466087,1
"510988",12,30,1.27968920531832,0.0271210943650449,1
"510992",12,30,1.05870406286996,0.0174108408844644,1
