"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47"
"1",0.495551624999999,0.00104330500000152,-0.00209632499999951,-0.00818083499999925,0.000898825000000928,-0.0117828949999995,-0.00607618499999983,0.0100491250000007,-0.0102571800000002,-0.0049254450000008,0.00139750000000011,0.00597703500000094,-0.00338137499999989,-0.00182219500000188,0.00249170499999851,-0.0021581750000002,-0.00343497000000054,-0.00566208499999979,0.125075929999999,-0.0108032199999991,-0.00107275000000077,0.00363999499999978,-0.00947614000000024,-0.00547293500000025,-0.0062418900000004,-0.00388501000000101,-0.0099515599999992,-0.00742162500000065,-0.0112086049999998,-0.0084350350000004,-0.00771406999999769,0.00336557500000048,-0.00366337999999991,-0.00264115999999965,-0.00921597500000129,-0.00307639999999954,-0.00223695500000155,0.00402081499999693,-0.00565820999999968,-0.00616180999999956,-0.00301678499999817,-0.000168889999999217,0.00193108500000059,0.000124714999999021,0.00691577500000077,-0.0104643399999992,0.00279511499999996
"2",0.00104330500000152,0.502117149999997,-0.000990124999999874,-0.00075669000000119,-0.00793309500000038,-0.0108447650000015,-0.00513621000000027,-0.00107274000000086,-0.00862088499999931,-0.00167002999999802,-0.00305359000000101,0.00267013000000021,-0.000950505000000506,-0.00944220999999784,0.0100060449999993,0.11834254,-0.00741577000000053,-0.00141832499999989,-0.00370862999999802,0.00575511000000001,0.00247931000000021,-0.00355276499999928,0.0034953000000014,0.0044904349999998,-0.00598108500000072,-0.0125512099999981,-0.0107058600000006,-0.0180954150000015,-0.00203475000000118,-0.0168804799999993,-0.00620946000000123,0.00197028499999845,-0.00610363000000082,0.00130376999999928,-0.00281860499999958,-0.0093880700000015,0.00989272500000076,-0.0111316499999967,-8.57750000009241e-05,0.00652805499999905,-0.000962740000001877,-0.0070719350000012,0.00777870500000041,-0.0119006349999977,0.00295395500000004,-0.00703268999999925,-0.00186883000000057
"3",-0.00209632499999951,-0.00099012499999987,0.498433939999999,-0.0139750650000015,-0.00837974499999982,0.00159726500000051,0.00202812500000008,0.00310567000000031,-0.00314301499999917,0.00387757499999954,-0.00240314000000011,-0.000695940000000784,-0.00481307500000139,-0.0066686849999993,-0.00226832000000004,-0.00796343999999943,0.0124850100000009,0.000256719999999818,-0.0107735649999995,-0.0041670749999993,-0.00432678999999962,-0.00787260999999795,-0.00692830999999878,-0.00518963000000056,-0.00856125000000047,-5.09099999996356e-05,-0.00472088000000053,0.00278686499999849,-0.00817545999999999,0.00480130500000015,-0.00980934500000137,0.00543886999999924,0.10645669,-0.00263395000000152,0.00554720500000007,-0.00149402499999976,-0.00300265000000047,-0.0026541499999987,-0.00157406499999859,0.00213560999999962,-0.00421770000000129,-0.00243933000000128,-0.00842963500000063,-0.000781524999999407,0.0091904500000014,0.00644950499999906,-0.0101987549999993
"4",-0.00818083499999925,-0.000756690000001193,-0.0139750650000014,0.491769880000001,-0.00587432999999975,-0.00829111500000063,-0.00829240000000072,0.1225072,0.000774170000000569,-0.00531193499999998,-0.00789482000000185,-0.00299106499999956,-0.0105734600000013,-0.0126194850000002,-0.00537407000000045,-0.00273785000000065,-0.00720474499999997,-0.00200665000000093,-0.0120699849999984,-0.00516914499999961,-0.00118369999999909,0.00329851499999999,-0.00476070499999971,-0.00410549000000083,0.00288202500000001,0.00731364500000095,0.00628334500000077,-0.00621988000000091,0.00197600499999816,-0.00339399499999849,-0.00565852000000026,-0.0100697100000006,-0.00835235000000195,0.00392434499999896,0.00165612499999979,0.00835991000000011,-0.00893887500000034,-0.00770447499999655,-0.000106175000000839,-0.00232072000000032,-0.00353493000000058,-0.0022621250000016,0.00506969000000022,-0.0016999499999986,0.00921000500000088,0.000392390000000885,-0.00629887500000129
"5",0.00089882500000093,-0.00793309500000038,-0.00837974499999983,-0.00587432999999975,0.490258049999999,-0.00938872500000051,-0.00234152000000035,-0.0123274599999998,-0.00867894500000083,0.00309544499999929,-0.0121843300000002,-0.00769264000000004,-0.0117274599999992,-0.00872619499999872,-0.0103545699999986,-0.0104787849999981,-0.00626800499999973,-0.00768004999999999,0.0047881900000002,-0.0102872599999995,-0.00850200500000014,0.00330105499999867,-0.0019055549999991,-0.00368729999999848,0.0103348849999997,0.0116199649999995,-0.00152167500000035,-0.0140771150000003,-0.00704727500000084,0.00219778499999937,-0.000360675000001381,0.00782247999999886,-0.0100265449999996,0.00841537500000015,-0.00426556999999933,0.0159773049999999,0.0193817300000015,-0.00888304499999787,0.104762195,-0.00857852499999969,-0.00897393500000135,0.14797866,-0.00134304999999995,-0.00501010000000042,0.186810795,-0.0107006550000001,-0.0143701850000001
"6",-0.0117828949999995,-0.0108447650000015,0.00159726500000052,-0.00829111500000063,-0.00938872500000051,0.499524174999998,0.00367676499999982,-0.00589559500000113,0.00119866999999994,0.000762369999999781,0.00331630499999882,-0.0078486100000016,0.00153971499999971,-0.00569324999999857,0.00301683499999931,0.00557670999999914,-0.00162348000000055,-0.00292264499999923,0.00383785499999996,-0.000292250000001746,0.00146234499999937,-0.00291965999999906,-0.00175293499999799,-0.00881045000000176,-0.0056941600000013,-0.0109156750000019,-0.00788639500000046,0.185230804999998,0.0952758700000002,0.00490893500000081,0.00520823499999946,-0.0108711250000002,-0.000669629999999411,-0.00678321500000125,-0.00241040499999839,-0.00507606500000003,-0.0138030499999985,-0.0139850999999971,-0.0049695149999999,-0.013885665,-0.00394102500000176,-0.0104820250000008,-0.00177380000000041,0.00582607000000007,-0.00782755000000024,0.00975957999999857,0.0896989949999999
"7",-0.00607618499999983,-0.00513621000000027,0.00202812500000008,-0.00829240000000071,-0.00234152000000034,0.00367676499999983,0.49191324,-0.0089660700000005,-0.00524126500000008,-0.00553651999999989,-0.00213159000000021,-0.0101078450000002,-0.00301341500000036,0.0199770649999994,-0.00592767500000009,-0.00607804000000012,-0.0134175549999997,-0.00440526500000028,-0.0116190600000006,-0.00575277999999988,-0.0123258550000009,-0.00171924500000019,0.146758015,-0.00808227499999923,0.000119639999998774,0.00936145500000033,0.0041607950000002,0.00826756999999887,0.0184210100000001,-0.00406024000000037,-0.00298398499999929,-0.0097612750000003,-0.00337763999999912,-0.00853881000000103,-0.0108382049999998,-0.00400926500000024,-0.00869375500000021,-0.00909023500000051,0.000940360000000946,-0.00847798499999947,-0.00585877999999852,-0.0104293199999994,0.0673535899999992,0.0753189399999998,0.00305804499999975,-0.0021400600000003,0.00949527500000104
"8",0.0100491250000007,-0.00107274000000085,0.0031056700000003,0.1225072,-0.0123274599999998,-0.00589559500000113,-0.0089660700000005,0.498057270000001,-0.00645371499999919,0.0044443950000003,-0.00432230500000162,0.165267260000001,-0.0140658400000003,-0.00636542500000043,-0.00393657000000003,-0.00875263999999905,-0.00919914500000104,-0.00376709499999993,-0.00124180999999927,-0.00484304999999773,-0.00242631499999875,-0.00177311499999987,-0.00636601999999857,-0.00332053500000011,0.00787383000000203,0.00551821500000097,0.00146454999999975,-0.000827220000000575,-0.00947838000000194,-0.00340623000000009,-0.0102536000000012,-0.00132124000000018,-0.00881040000000145,0.00271763999999952,0.00345136499999854,-0.00820300000000112,-0.00693212500000068,-0.00123936999999699,-0.0124778999999993,0.125414634999999,-0.00631884000000012,-0.00919624999999983,-0.00550624000000039,-0.00300710499999839,-0.00949388499999951,-0.0144563500000007,-0.00576962000000128
"9",-0.0102571800000002,-0.00862088499999931,-0.00314301499999916,0.000774170000000567,-0.00867894500000083,0.00119866999999995,-0.00524126500000008,-0.00645371499999919,0.481451280000002,-0.00428924499999962,0.00244916500000156,-0.014346295000001,0.00113236999999906,-0.0041479249999996,0.0442458200000008,-0.00787488999999958,-0.00751138999999997,-0.000763615000000162,-0.00047040499999962,0.0567633449999985,0.0587226900000006,-0.00855696499999866,-0.00957935500000073,-0.00544418000000115,-0.0107673250000008,-0.00496293500000139,0.0819522600000004,-0.00149519500000051,0.000477819999999666,-0.0020525150000004,-0.00691119000000069,-0.00970823500000026,-0.00857547499999959,-0.00717331499999862,-0.00732760999999917,0.119751735000002,-0.00494449999999995,0.000421334999998087,-0.00717161000000003,-0.0101582350000009,-0.0073349949999997,-0.00746312000000217,-0.00396923500000075,0.00474052999999774,0.00584478499999976,-0.00231722000000032,-0.00329904500000139
"10",-0.0049254450000008,-0.00167002999999802,0.00387757499999954,-0.00531193499999998,0.00309544499999929,0.000762369999999785,-0.00553651999999991,0.00444439500000031,-0.00428924499999963,0.491088419999998,-0.00778702499999845,-0.009368099999998,-0.00104941000000075,-0.00395997000000235,0.000262735000000472,-0.00358195500000012,0.000533450000000781,-0.00819365999999975,0.164896674999999,-0.00295524500000035,-0.0034918299999999,0.0128010449999991,0.00298022999999993,-0.0065204750000005,-0.00224951500000001,-0.00148143000000284,0.0027659000000003,0.00609508000000106,0.0006812349999998,0.120244899999999,-0.00288041000000009,0.0018498300000011,0.00310373499999965,-0.00807099000000017,-0.00786410499999953,-0.00588170500000081,-0.00683204500000112,0.00427227999999772,0.00287890999999919,-0.00432461000000062,-0.00992231999999795,-0.00548903499999981,0.00754200500000078,0.00363085999999984,-0.00142393999999982,-0.00651403000000028,-0.00832417999999994
