"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43"
"1",0.488074394999998,-0.000984800000000649,-0.000766854999997357,-0.00515950999999797,0.151262439999998,-0.00700904999999927,-0.00565655999999932,0.00386722500000065,-0.000830454999999596,-0.00941792499999868,-0.0102130349999999,-0.00856874499999979,-0.0114250799999997,0.00392239500000006,-0.00381499000000067,-0.000512245000000496,-0.0015993850000013,-0.00842554500000142,-0.0110510400000006,-0.00248683499999995,0.00843626500000029,-0.00686650499999928,-0.0112580799999981,0.00106746999999983,-0.00600341999999998,-0.00158564000000036,-0.00174980500000102,-0.00251008999999875,0.000489194999998901,-0.00101784500000028,0.00243035000000127,0.000522310000000077,-0.00248075499999945,0.000539649999998877,-0.000141100000001209,-0.0127774,0.00173552999999959,-0.00116146000000061,-0.00828132999999955,0.00131811999999848,-0.00198453499999921,-0.00186820999999797,0.00328188500000133
"2",-0.000984800000000647,0.497440835000005,-0.0124392099999979,-0.00742343499999974,0.0078916149999988,0.00288665500000014,-0.00257253000000214,-0.0053270449999992,-0.00636981000000046,-0.0119801799999966,-0.000642844999999287,-0.0104572700000002,0.0129733600000005,-0.0039493000000013,0.00147926999999748,0.00227114000000016,-0.00742848999999969,-0.0032365500000016,-0.00635671500000011,-0.00213916500000026,-0.00771347499999972,0.000989350000001158,-0.007839569999998,-0.00177344500000045,-0.000462184999998231,0.0455578549999997,0.160873610000002,-0.0103928799999997,0.00219665500000063,0.000112044999997652,0.179666970000002,0.000852579999999378,0.000277185000000119,-0.00740109000000256,0.00477640999999875,-0.00477883500000218,-0.0107406250000007,0.00500618500000015,-0.0166823750000023,-0.00900671000000011,-0.00660366999999916,0.00623473500000256,-0.00707445999999994
"3",-0.000766854999997346,-0.0124392099999979,0.500149359999998,-0.00213557500000015,-0.0127616549999993,0.0154193149999996,-0.000709855000001353,-0.000202024999999219,0.00354554000000066,-0.00960473500000044,0.000179179999999515,0.00916553500000031,-0.00496370999999976,-0.00619821999999891,-0.00458888999999954,0.028509,-0.000663119999999935,-0.0097611749999999,-0.00913890999999914,-0.0127710249999991,-0.00667306500000001,0.00489872500000004,-0.000467920000000695,-0.00489217499999862,-0.00200662999999896,-0.00281826500000052,-0.00354778000000076,-0.00425965500000121,-0.00414800999999872,0.00514117499999822,-0.00595593500000086,-0.00234961500000083,-0.00133348499999981,-0.00620855499999975,-0.00880024999999991,-0.00265501999999928,-0.00668244000000006,0.00324638500000045,-0.00397779500000083,0.00187876999999963,-0.0111679150000002,-0.00918000500000067,-0.00378315500000017
"4",-0.00515950999999796,-0.00742343499999975,-0.00213557500000015,0.489229435,-0.00450208000000004,0.00147126999999868,-0.00252400000000217,-0.00437011999999863,-0.000561670000001333,-0.0140940550000007,0.000118335000000467,0.000894919999999214,0.00268576500000065,-0.00431596499999832,-0.00521531000000163,-0.00621776999999994,0.00485928499999886,0.0766950900000007,-0.00689243999999926,0.0123670100000011,-0.00724198500000093,0.137526145000001,0.00246252499999975,0.00429469000000042,0.00385068000000165,-0.00715863000000056,-0.00474476500000003,-0.0028760950000004,0.00608924000000244,-0.00159089500000116,-0.00743429499999974,-0.00251356999999874,-0.00314449500000039,0.00208178000000025,0.0029917150000014,0.103476260000002,0.0033131149999986,-0.00173284499999821,-0.00257217500000109,-0.00501241500000046,0.00276230000000064,0.00143753500000076,-0.00596375000000109
"5",0.151262439999998,0.00789161499999879,-0.0127616549999993,-0.00450208000000004,0.49109735,-0.00818071500000146,-0.0108250200000008,-0.00922049999999935,0.00172054000000002,-0.0124361550000004,-0.00889889000000057,-0.000634174999999112,0.077067715000001,-0.00183087500000067,-0.00728501499999955,-0.0116898900000009,-0.00170043000000075,-0.00545153499999979,-0.00751752499999886,-0.0128928800000007,-0.00361276500000174,-0.00446817000000048,-0.00582344499999927,-0.00676281999999874,-0.00138661000000154,-0.00475150499999916,0.00195313999999927,0.00537125500000089,-0.00893884500000109,0.00397125999999936,-0.00148755999999838,-0.00317645500000003,-0.000846545000000681,0.0042386949999998,-0.00238778000000109,-0.00891675000000111,-0.00160997000000022,-0.00299773000000187,-0.0134102399999994,-0.000202540000000142,0.00415879499999961,0.0105444899999995,-0.0088492549999988
"6",-0.00700904999999927,0.00288665500000014,0.0154193149999996,0.00147126999999868,-0.00818071500000145,0.494881450000002,0.00110710999999962,-0.000604875000000801,0.0329532250000002,-0.00945237500000116,-0.00928036499999973,0.10459307,0.00332292000000048,-0.00522863500000098,-0.0104311249999999,0.0192806350000005,-0.00420574500000101,-0.00948159000000022,-0.00111401999999969,-0.0122995050000006,-0.0131686,-0.0101216500000004,0.00293558500000086,-0.0082130199999994,0.000364305000001053,0.00509479999999941,-0.00281696000000096,-0.00675516999999994,-0.0104606700000008,-0.00444478999999935,-0.00630351500000049,-0.00525614499999919,-0.00678617499999984,0.00436351000000022,-0.00135216499999942,0.0108213050000011,0.000965440000000459,-0.00840775999999974,0.102084595000002,-0.00728534000000136,0.00465229499999873,-0.0149519649999988,-0.00973008499999874
"7",-0.00565655999999931,-0.00257253000000215,-0.000709855000001352,-0.00252400000000216,-0.0108250200000007,0.00110710999999962,0.517620065,-0.00496449999999953,-0.00315798000000045,0.00827270999999902,-0.00648523499999975,0.000920064999998171,-0.00578176000000001,-0.00586511999999951,-0.00539365499999928,0.1879426,0.0119593899999993,-0.00338405499999823,-0.00790448499999995,-0.00985264999999886,-0.0106701750000013,-0.00280731000000062,-0.0136799999999996,-0.0103308399999977,-0.0045271799999989,-0.00143651999999934,-0.00613326000000059,-0.00867682999999973,-0.00668624499999997,0.00124585000000068,-0.00499870000000124,-0.0152030349999989,0.000134004999999498,-0.00561963999999932,0.0828897900000002,-0.00635386000000022,-0.00305206000000035,-0.0111541500000013,-0.00657826499999894,-0.000766305000000134,-0.0144463050000004,-0.000525330000000455,0.000972995000000554
"8",0.00386722500000065,-0.0053270449999992,-0.000202024999999211,-0.00437011999999863,-0.00922049999999935,-0.000604875000000802,-0.00496449999999954,0.499688010000002,0.14596075,-0.00455751999999992,0.00959060999999993,0.00290899500000008,-0.0094037650000021,0.137340655000001,0.000462270000000597,0.0014769300000002,-0.00864044500000026,-0.0161833799999987,-0.0105690899999998,0.0550228900000014,-0.00356499999999996,-3.50449999997878e-05,-0.00146317000000089,-0.00255790499999974,-0.00691786499999838,-0.00497850499999966,0.00600778999999893,-0.00159890499999985,-0.00457458499999962,-0.00179617499999924,-0.00172678999999887,0.00695332999999954,0.00110415500000036,-0.00750764000000041,0.00535669000000166,-0.0183930650000009,-0.0103952850000014,0.00238283499999765,-0.00193726000000029,-0.00685310000000102,0.00471224000000095,-0.00225446999999989,-0.000575474999999984
"9",-0.000830454999999595,-0.00636981000000045,0.00354554000000066,-0.000561670000001335,0.00172054000000002,0.0329532250000002,-0.00315798000000046,0.14596075,0.510994359999999,-0.0139031900000001,0.08728582,0.0484671949999999,-0.00171689499999994,-0.0092512150000001,-0.00810770500000112,-0.000927119999999804,-0.00309887500000067,-0.0113434099999997,-0.00439419999999897,-0.0138304899999999,-0.0101299650000004,0.00109823000000036,0.00608973999999985,-0.00282194999999817,-0.0105890849999986,-0.00788693999999985,0.00432533000000091,-0.00149376000000001,-0.00239906000000012,-0.015439449999999,-0.00972538999999939,0.167675625,-0.00353311999999967,-0.00572817499999965,-0.00492485999999815,-0.0102164700000006,0.167544214999999,0.00271724999999796,0.0447244200000005,-0.0053657050000005,0.108262815,-0.00156956000000001,0.0052167600000008
"10",-0.00941792499999869,-0.0119801799999966,-0.00960473500000044,-0.0140940550000007,-0.0124361550000004,-0.00945237500000117,0.00827270999999903,-0.00455751999999992,-0.0139031900000001,0.504856255,-0.00390193499999976,-0.00706259999999966,-0.00471723999999926,0.00765594499999996,0.14607198,-0.00207939000000141,-0.00201113499999974,0.00304782499999915,0.0105832499999988,-0.00222972999999858,2.08600000005271e-05,-0.00505420000000116,0.00262571499999876,-0.0072853500000004,-0.00395974000000165,-0.00776071500000008,-0.00780279000000101,0.0041315749999997,0.000666690000001108,-0.00221931999999971,-0.0166641249999994,-0.00749983000000147,-0.0075978850000001,-0.00752605499999941,0.00209430500000057,-0.00992689999999847,-0.00465326999999995,3.36500000001258e-05,-0.00498871500000021,-0.00322148000000064,-0.00605056999999985,-0.00747278499999932,0.0102572900000004
