"iter","ns","status","objval","runtime","n_selected","sum_p","BV_ext_mean","Gain_internal","Gain_total"
22,40,"OPTIMAL",1.11219984648364,908.660000085831,43,0.849999999999999,-0.142577035452351,1.11219984648364,1.09081329116579
