"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33"
"1",0.486638310000004,0.0952740650000016,0.00419135000000036,-0.00380119499999953,0.00439983000000024,-0.0105993050000016,-0.00306332999999886,0.0942785949999993,-0.00592038999999996,-0.00691325500000018,0.085894724999999,0.0676211299999987,0.00441526999999934,-0.00427971500000138,-0.00313352999999878,-0.00677696999999874,-0.00917235499999905,-0.0128119000000004,-0.00543627500000121,-0.0022075500000015,-0.00687840500000122,0.00269056000000053,0.00452484500000026,0.00563761499999874,-0.00980557500000079,0.193376680000002,0.151713645000002,-0.00126444999999808,0.00918371999999898,-0.00522153500000009,-0.0108693949999995,-0.0051578249999978,-0.000415859999999477
"2",0.0952740650000016,0.492365264999997,-0.00700182499999954,-0.00639949500000043,0.00097125000000012,-0.00852969999999923,-0.00741471499999916,0.13145935,-0.00258559000000148,-0.0112975999999991,-0.00925177000000153,0.159131495000003,0.00349430000000086,0.00576693500000016,-0.00121506500000122,-0.00673740499999967,-0.0146682200000012,0.00178237499999888,-0.00217977999999898,0.00148146000000073,-0.00535386000000073,-0.0116101250000004,-0.00602777000000046,-0.00666967999999799,-0.000324340000000069,0.116889274999999,0.05430744,-0.00711837500000005,-0.00286239999999951,0.00046211000000043,-0.0118149300000003,-0.00629495999999979,-0.000699389999999829
"3",0.00419135000000037,-0.00700182499999955,0.498269330000004,0.115972559999999,-0.00150729000000185,-0.0123564800000006,-0.00104254999999974,-0.00177770999999951,0.0376814599999995,0.150040315000001,-0.00449122000000039,-0.00666020500000064,-0.00190827500000146,-0.0102831149999994,-0.00955203000000012,-0.00759622500000026,0.000979400000001875,-0.00737484999999787,-0.00219857499999934,0.00148931999999793,0.101330255000002,0.161247100000001,-0.00616191000000073,-0.0119640300000003,-0.00874600499999992,0.00493166000000071,0.00160020499999959,-0.00606573500000046,-0.0019991849999984,-0.00740435999999987,-0.0088272699999997,-0.0134376899999989,0.16067658
"4",-0.00380119499999953,-0.00639949500000043,0.115972559999999,0.488294460000004,0.00517308000000022,-0.00648282500000055,-0.00380340999999897,-0.0052195850000011,0.0237501800000004,0.0931792849999992,-0.00703497999999986,-0.0043320000000001,-0.00410198499999897,-0.00796509999999783,-0.00920598500000114,-0.00592838499999911,-0.00562874500000047,-0.000517780000002195,0.110736735000001,0.00039682500000066,0.0751171249999994,0.111574375000001,0.00119532000000026,-0.00416111499999963,-0.00908944499999985,0.00409419499999982,-0.00532497000000003,0.0014053849999991,-0.00635643000000187,-0.00214036499999946,-0.00700795999999965,0.00330539999999979,0.0884416800000005
"5",0.00439983000000024,0.00097125000000012,-0.00150729000000184,0.00517308000000021,0.487893805000001,-0.000621460000002233,-0.00693432,-0.0048584400000006,0.00410228000000148,-0.010567320000001,-0.012145510000001,-0.0137244650000008,0.20503134,-0.00220547500000055,-0.0184004950000006,-2.14699999994352e-05,-0.00908960500000027,-0.00523451499999965,0.00371377500000025,0.00149156000000037,-0.0114333700000009,-0.0115694200000008,-0.00409215500000067,0.0619891099999993,-0.00679694000000004,0.00807115000000084,0.00678918000000148,0.00587731000000004,-0.00271729000000033,-0.0103853999999998,-0.00166356500000045,0.010325135000001,0.00248032500000037
"6",-0.0105993050000016,-0.00852969999999923,-0.0123564800000007,-0.00648282500000054,-0.000621460000002236,0.507380175000001,-0.00461613000000145,-0.00699657999999871,0.0065404850000001,-0.0094781500000008,-0.00345539499999976,-0.00924044499999978,-0.00356987500000069,-0.00150467000000133,0.00232079000000031,0.00280798999999932,-0.00890506499999951,-0.0027197799999993,-0.00997553000000135,-0.00967203000000103,-0.00577691500000051,-0.00973645499999974,-0.00715079000000034,-0.00514038499999986,-0.00121168499999922,-0.0126155400000008,-0.00693642000000024,-0.00681221000000093,-0.000502579999999372,-0.0071259000000007,0.00104497499999987,-0.00988494999999913,-0.0147449600000008
"7",-0.00306332999999886,-0.00741471499999918,-0.00104254999999974,-0.00380340999999898,-0.00693431999999999,-0.00461613000000145,0.495287915,-0.00138432000000093,-0.0036339999999995,-0.0134446550000004,-0.00220170500000146,-0.00955748500000009,-0.00507131999999949,-0.00861966000000022,0.00132636000000143,-0.00449323999999942,-0.00681396999999945,-0.00145401000000016,-0.00789138000000019,0.00187358499999964,0.00588081999999906,-0.0121324,-0.0065289849999998,-0.0058889550000001,0.0858211149999999,0.00101322000000071,-0.00640033499999966,0.000272880000001891,-0.00123134499999969,0.00409014499999981,0.00273625999999987,-0.00795714999999935,-0.0024719799999996
"8",0.0942785949999993,0.13145935,-0.00177770999999951,-0.00521958500000109,-0.0048584400000006,-0.00699657999999871,-0.00138432000000093,0.501613939999999,-0.00147530499999971,0.00146211000000043,-0.00800189500000055,0.105855025000001,-0.0058726449999994,-0.0133233549999996,-0.0100101450000011,-0.00664454500000028,-0.00426349999999911,-0.00779449499999996,-0.00506167999999999,0.015577095,-0.00044175499999965,0.00513257999999998,0.00405008499999919,-0.006953554999999,0.00494545500000086,0.103539405000001,0.0810382150000004,0.002035574999999,-0.000127680000000459,-0.0141431350000003,-0.0116737050000004,-0.00436425500000075,-0.00190931000000099
"9",-0.00592038999999997,-0.00258559000000148,0.0376814599999995,0.0237501800000004,0.00410228000000148,0.0065404850000001,-0.0036339999999995,-0.00147530499999971,0.494099165000003,0.0201562449999997,-0.00326056499999932,0.105919434999998,-0.00735616499999815,-0.00389667000000042,0.00343696000000073,-0.00839428999999872,-0.00435555500000106,-0.00566144500000117,-0.00474394499999954,0.00184529500000082,-0.0127353200000012,0.0317911749999992,0.00396995000000154,-0.00508810500000097,-0.0111240800000009,-0.00473220000000087,-0.00678564500000063,0.00292409500000161,-0.0177032549999996,-0.00233468500000066,0.0037778700000003,0.00572398999999783,0.00985321500000107
"10",-0.00691325500000018,-0.0112975999999991,0.150040315000001,0.0931792849999992,-0.010567320000001,-0.00947815000000081,-0.0134446550000004,0.00146211000000043,0.0201562449999997,0.493777065000002,0.00237738499999954,-0.00972522000000003,-0.00261386500000111,-0.010823015000002,-0.00750798499999938,-0.00323962000000041,-0.0017413699999987,-0.00619197499999844,-0.011165475000001,-0.00572566500000122,0.10455977,0.206509355,-0.0095185249999995,-0.000662970000001252,-0.00217851000000013,0.000193880000001657,-0.0156590100000003,0.00444968499999979,0.00222151000000018,-0.005445725,-0.00105442500000049,0.00195667000000027,0.13358626
